job_id,job_title,salary_usd,salary_currency,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,posting_date,application_deadline,job_description_length,benefits_score,company_name
AI02823,AI Research Scientist,100577,USD,MI,CT,United States,L,United States,100,"AWS, Hadoop, Data Visualization, Scala",Master,2,Technology,12/2/2024,2/5/2025,1078,7.8,AI Innovations
AI02845,AI Specialist,107517,USD,EN,FL,United States,L,United States,50,"Scala, Hadoop, R",Bachelor,1,Energy,7/6/2024,7/26/2024,1161,8.9,TechCorp Inc
AI02859,Data Scientist,77185,USD,MI,CT,United States,S,Denmark,50,"AWS, SQL, Linux",Associate,3,Energy,3/2/2025,4/3/2025,2364,6.6,Algorithmic Solutions
AI02860,Data Analyst,85957,USD,MI,PT,United States,M,United States,100,"PyTorch, Azure, TensorFlow, Git",PhD,2,Media,1/27/2025,2/16/2025,2315,8.9,Predictive Systems
AI02869,Principal Data Scientist,221496,USD,EX,FT,United States,L,United States,100,"Deep Learning, Scala, R",Master,11,Gaming,4/19/2025,6/21/2025,1121,6.5,Digital Transformation LLC
AI02883,Principal Data Scientist,76845,USD,EN,CT,United States,M,United States,50,"Linux, GCP, Mathematics, Git",Master,0,Manufacturing,3/9/2024,5/21/2024,2132,7.6,Machine Intelligence Group
AI02924,AI Architect,120290,USD,SE,FT,United States,M,United States,50,"Java, R, SQL, Azure, PyTorch",Master,9,Media,12/29/2024,3/6/2025,986,5.7,DeepTech Ventures
AI02951,Robotics Engineer,89266,USD,EN,PT,United States,M,United States,50,"Scala, Spark, Hadoop, Python",PhD,0,Education,3/23/2024,4/29/2024,2368,8.1,DataVision Ltd
AI02970,Autonomous Systems Engineer,224547,USD,EX,FT,United States,L,United States,50,"Java, Docker, GCP",Master,12,Energy,2/6/2025,3/2/2025,1083,5.6,DataVision Ltd
AI03030,AI Research Scientist,95467,USD,MI,CT,United States,S,United States,0,"Deep Learning, Python, TensorFlow, MLOps",PhD,3,Technology,1/2/2024,1/25/2024,1593,8.2,Digital Transformation LLC
AI03037,Robotics Engineer,144719,USD,SE,FL,United States,L,United States,100,"NLP, Computer Vision, MLOps, Azure",PhD,9,Manufacturing,12/23/2024,1/11/2025,1043,9,DeepTech Ventures
AI03042,AI Architect,235813,USD,EX,FL,United States,M,Denmark,0,"Docker, Java, Statistics, TensorFlow, NLP",Master,10,Energy,10/14/2024,12/26/2024,2219,8.2,Digital Transformation LLC
AI03060,AI Software Engineer,185661,USD,EX,FT,United States,S,Sweden,100,"Azure, Python, MLOps, Statistics",Associate,19,Transportation,10/2/2024,11/24/2024,1606,7.4,Algorithmic Solutions
AI03063,Research Scientist,71629,USD,EN,FL,United States,S,United States,100,"Docker, NLP, Spark",Bachelor,0,Manufacturing,1/4/2024,1/19/2024,1600,8.5,TechCorp Inc
AI03093,Deep Learning Engineer,249665,USD,EX,FT,United States,L,Netherlands,100,"Python, SQL, Java, Mathematics, Hadoop",Bachelor,15,Education,4/3/2025,6/13/2025,1519,9.4,AI Innovations
AI03151,AI Consultant,287746,USD,EX,PT,United States,L,Austria,100,"Python, TensorFlow, PyTorch, Docker",PhD,14,Retail,3/8/2024,5/12/2024,2491,7.3,DataVision Ltd
AI03185,Computer Vision Engineer,245881,USD,EX,PT,United States,M,United States,100,"TensorFlow, Scala, Azure, SQL, NLP",Bachelor,16,Technology,12/11/2024,2/21/2025,947,8.7,Quantum Computing Inc
AI03221,AI Research Scientist,199358,USD,SE,FT,United States,L,United States,0,"AWS, Spark, Mathematics, Computer Vision",Associate,9,Finance,3/15/2025,4/7/2025,1600,5.4,DataVision Ltd
AI03230,Data Scientist,76094,USD,EN,FL,United States,S,United States,50,"TensorFlow, Scala, Statistics, GCP",Bachelor,1,Technology,1/4/2024,1/19/2024,2279,5.4,Cloud AI Solutions
AI03235,AI Software Engineer,161339,USD,SE,FL,United States,S,Canada,50,"Kubernetes, Statistics, Git",Associate,9,Retail,4/3/2024,5/9/2024,1572,6.3,AI Innovations
AI03269,AI Specialist,271945,USD,EX,FL,United States,M,United States,0,"Scala, NLP, GCP, Mathematics",Bachelor,16,Manufacturing,8/4/2024,10/10/2024,2290,8.4,Machine Intelligence Group
AI03303,Research Scientist,71217,USD,EN,FL,United States,S,United States,0,"Tableau, Spark, GCP, SQL",Master,1,Transportation,1/21/2025,4/3/2025,1323,5.1,Predictive Systems
AI03305,Deep Learning Engineer,338443,USD,EX,FL,United States,L,Norway,0,"NLP, Scala, Computer Vision, Python",Associate,11,Finance,2/29/2024,4/26/2024,1778,5.6,Digital Transformation LLC
AI03313,AI Specialist,268894,USD,EX,CT,United States,L,United States,0,"PyTorch, Hadoop, Computer Vision, Deep Learning",PhD,10,Transportation,8/16/2024,9/24/2024,1353,6.7,Advanced Robotics
AI03333,NLP Engineer,69650,USD,EN,PT,United States,L,United States,100,"Python, Git, Tableau, TensorFlow",Associate,1,Manufacturing,3/23/2024,4/22/2024,2361,8.4,TechCorp Inc
AI03371,Robotics Engineer,334881,USD,EX,FL,United States,L,United States,0,"TensorFlow, R, Mathematics",Associate,13,Government,3/31/2025,6/12/2025,1486,9.7,Predictive Systems
AI03429,AI Software Engineer,157167,USD,SE,FL,United States,M,United States,100,"Linux, Java, Kubernetes, Mathematics, PyTorch",Bachelor,5,Energy,3/28/2024,4/19/2024,996,8.9,Quantum Computing Inc
AI03464,Data Engineer,62906,USD,EN,PT,United States,S,United States,100,"AWS, Mathematics, Scala",PhD,1,Media,5/27/2024,7/16/2024,1963,9.4,TechCorp Inc
AI03474,Machine Learning Researcher,79342,USD,MI,PT,United States,S,United States,0,"GCP, MLOps, Statistics, SQL",Bachelor,4,Government,9/11/2024,10/6/2024,1900,7.7,Algorithmic Solutions
AI03494,AI Software Engineer,62296,USD,EN,CT,United States,S,United States,0,"Java, Git, SQL, TensorFlow, R",Bachelor,1,Automotive,4/25/2024,5/9/2024,657,9.2,Predictive Systems
AI03526,Head of AI,130032,USD,MI,CT,United States,L,Sweden,100,"Python, Scala, Tableau, Git, Mathematics",Bachelor,4,Media,10/31/2024,11/19/2024,1681,9.6,Autonomous Tech
AI03535,NLP Engineer,139424,USD,SE,CT,United States,S,United States,0,"Java, Python, Statistics, MLOps, Tableau",Master,7,Finance,2/11/2025,4/19/2025,1613,6.5,TechCorp Inc
AI03542,Autonomous Systems Engineer,132731,USD,SE,CT,United States,S,United States,50,"Git, Java, Hadoop",Associate,7,Technology,1/8/2024,2/24/2024,690,6.6,Cloud AI Solutions
AI03556,Research Scientist,177501,USD,SE,CT,United States,M,United States,0,"Scala, Data Visualization, MLOps",Associate,7,Education,9/2/2024,11/2/2024,1736,6.2,DeepTech Ventures
AI03582,Research Scientist,333499,USD,EX,FL,United States,L,United States,50,"NLP, Docker, SQL, AWS, PyTorch",Master,19,Retail,3/2/2025,3/26/2025,1347,8.8,Future Systems
AI03594,AI Product Manager,303956,USD,EX,FT,United States,L,United States,100,"Deep Learning, Java, AWS, Spark",Bachelor,10,Government,1/7/2025,2/22/2025,1550,7.8,TechCorp Inc
AI03619,Deep Learning Engineer,218946,USD,EX,FL,United States,L,United States,50,"PyTorch, Hadoop, Tableau, Git",Master,15,Real Estate,2/7/2024,3/22/2024,2152,5.6,Algorithmic Solutions
AI03621,AI Research Scientist,117350,USD,SE,FL,United States,S,United States,100,"Hadoop, R, Data Visualization",Associate,9,Energy,2/19/2025,3/31/2025,1907,8,Cognitive Computing
AI03636,NLP Engineer,63660,USD,EN,FL,United States,S,Germany,50,"Computer Vision, Data Visualization, GCP, Scala",Associate,1,Manufacturing,9/30/2024,11/23/2024,675,9.4,Autonomous Tech
AI03644,Principal Data Scientist,79396,USD,MI,CT,United States,S,Sweden,0,"Kubernetes, Linux, Data Visualization, Mathematics",PhD,3,Telecommunications,8/3/2024,10/3/2024,1374,5.5,DeepTech Ventures
AI03656,Data Scientist,70305,USD,EN,FL,United States,M,United States,50,"Linux, Scala, Hadoop, GCP",Bachelor,0,Healthcare,1/13/2025,2/8/2025,1804,5.5,DeepTech Ventures
AI03702,Robotics Engineer,85084,USD,MI,FL,United States,S,United States,0,"Linux, MLOps, Scala",Bachelor,3,Automotive,5/3/2024,6/17/2024,658,6.9,Autonomous Tech
AI03714,AI Specialist,164169,USD,SE,FT,United States,L,United States,0,"R, Git, Deep Learning",Bachelor,5,Government,4/13/2024,6/22/2024,852,6.5,Cloud AI Solutions
AI03733,Robotics Engineer,250761,USD,EX,FL,United States,M,United States,100,"Linux, Tableau, Spark, Java",Associate,13,Technology,1/13/2024,3/4/2024,1640,7.9,Cloud AI Solutions
AI03753,AI Software Engineer,99064,USD,MI,FT,United States,L,United States,0,"Mathematics, Azure, Python",Master,3,Energy,2/5/2025,2/21/2025,759,6,AI Innovations
AI03844,NLP Engineer,188338,USD,EX,FT,United States,S,France,100,"TensorFlow, Python, Java, PyTorch",Bachelor,15,Consulting,3/16/2025,4/24/2025,2333,9.3,Predictive Systems
AI03846,Data Scientist,235929,USD,EX,FT,United States,S,Australia,50,"Java, Python, Hadoop, Mathematics, TensorFlow",PhD,19,Automotive,1/24/2025,3/30/2025,772,6,Future Systems
AI03855,Autonomous Systems Engineer,156765,USD,SE,FT,United States,M,United States,50,"Python, Data Visualization, Azure",PhD,6,Consulting,2/15/2024,4/1/2024,892,5.9,Future Systems
AI03886,Robotics Engineer,337306,USD,EX,FT,United States,L,United States,0,"Git, Tableau, PyTorch, SQL",PhD,19,Telecommunications,4/16/2024,5/31/2024,2063,7.9,AI Innovations
AI03934,Data Analyst,166199,USD,EX,CT,United States,M,Israel,0,"Deep Learning, Hadoop, Spark, Docker, PyTorch",Bachelor,15,Retail,5/13/2024,7/19/2024,2421,8.9,Cognitive Computing
AI03940,Data Engineer,111135,USD,MI,FT,United States,S,Japan,100,"Scala, Spark, Python, Kubernetes",Bachelor,3,Gaming,1/10/2025,3/13/2025,1919,5.9,Smart Analytics
AI03947,Data Scientist,165564,USD,SE,FT,United States,M,United States,50,"PyTorch, Tableau, Mathematics, MLOps",Bachelor,7,Transportation,4/5/2024,5/17/2024,2178,6.6,Algorithmic Solutions
AI03964,AI Architect,119240,USD,MI,FT,United States,L,United States,0,"Tableau, R, SQL, Linux",Bachelor,4,Media,10/14/2024,11/5/2024,1396,8.9,Smart Analytics
AI03995,AI Research Scientist,170703,USD,SE,CT,United States,L,Norway,0,"Kubernetes, Java, Scala, Tableau, Docker",Bachelor,5,Retail,12/5/2024,12/23/2024,1626,6.4,DeepTech Ventures
AI04026,Autonomous Systems Engineer,108449,USD,MI,FL,United States,M,United States,50,"Computer Vision, SQL, Mathematics",Bachelor,2,Consulting,1/28/2025,3/23/2025,1379,6.4,AI Innovations
AI04083,AI Software Engineer,148050,USD,SE,PT,United States,L,Israel,50,"AWS, Kubernetes, Hadoop, Data Visualization",Bachelor,7,Education,1/24/2024,3/20/2024,2470,5.6,Quantum Computing Inc
AI04103,Data Scientist,175537,USD,SE,CT,United States,L,South Korea,100,"AWS, NLP, Scala, PyTorch",Master,5,Telecommunications,8/12/2024,9/22/2024,2099,8.8,Algorithmic Solutions
AI04126,Research Scientist,149341,USD,SE,FT,United States,M,Germany,0,"Git, SQL, Docker, GCP, AWS",PhD,8,Consulting,7/31/2024,9/3/2024,651,8.4,Advanced Robotics
AI04147,Robotics Engineer,124928,USD,SE,FT,United States,M,United States,50,"Kubernetes, Python, Tableau, MLOps",Bachelor,9,Media,3/4/2025,5/14/2025,2068,6.5,AI Innovations
AI04179,Data Engineer,110554,USD,MI,CT,United States,S,United States,100,"Azure, Linux, Kubernetes",Associate,3,Consulting,4/1/2024,5/15/2024,988,5.1,Quantum Computing Inc
AI04245,Principal Data Scientist,169855,USD,SE,FT,United States,M,United States,100,"TensorFlow, Python, Tableau",PhD,7,Technology,1/19/2025,2/13/2025,879,8.4,Future Systems
AI04262,AI Architect,160162,USD,EX,FT,United States,M,Switzerland,0,"Computer Vision, TensorFlow, Git, Docker, NLP",Bachelor,14,Telecommunications,9/25/2024,10/30/2024,869,5.9,Smart Analytics
AI04273,AI Product Manager,183624,USD,SE,PT,United States,L,United States,100,"Scala, Linux, MLOps",PhD,7,Government,8/22/2024,10/24/2024,1627,8,TechCorp Inc
AI04305,Data Analyst,336904,USD,EX,CT,United States,L,United States,0,"Python, TensorFlow, Data Visualization, PyTorch",Master,16,Automotive,3/2/2024,4/27/2024,2075,8.3,Predictive Systems
AI04311,AI Research Scientist,79685,USD,EN,PT,United States,S,United States,0,"Python, Mathematics, AWS, Computer Vision, Statistics",Bachelor,0,Automotive,10/23/2024,12/1/2024,1342,9.4,DataVision Ltd
AI04314,ML Ops Engineer,213820,USD,EX,FT,United States,M,United States,0,"Statistics, SQL, AWS, MLOps, R",Associate,10,Transportation,3/14/2024,5/12/2024,2241,5.7,Quantum Computing Inc
AI04333,AI Architect,243179,USD,EX,CT,United States,S,United States,50,"Scala, PyTorch, AWS",Associate,17,Gaming,4/22/2024,5/12/2024,1641,6.7,Digital Transformation LLC
AI04349,Principal Data Scientist,128234,USD,MI,PT,United States,L,Ireland,0,"Python, Hadoop, MLOps",PhD,4,Finance,1/21/2024,4/3/2024,1858,8.6,Cognitive Computing
AI04373,Autonomous Systems Engineer,141172,USD,SE,PT,United States,S,United States,0,"Git, Scala, Mathematics, Python, GCP",Bachelor,8,Gaming,1/26/2025,3/29/2025,1320,9,Quantum Computing Inc
AI04408,Robotics Engineer,115416,USD,MI,PT,United States,S,South Korea,50,"Statistics, Java, GCP, Mathematics",Bachelor,4,Government,3/15/2025,4/29/2025,1312,7.8,Predictive Systems
AI04451,Head of AI,92711,USD,EN,CT,United States,L,France,100,"Mathematics, Git, Java, Data Visualization, Linux",Master,1,Education,1/18/2025,2/15/2025,1017,9.8,Cloud AI Solutions
AI04454,AI Specialist,143776,USD,SE,FT,United States,M,United States,50,"Python, Linux, TensorFlow",Bachelor,7,Real Estate,4/29/2025,7/6/2025,761,5.7,Advanced Robotics
AI04460,Deep Learning Engineer,133950,USD,SE,CT,United States,S,France,100,"NLP, Git, Spark, Scala, Python",Bachelor,9,Consulting,2/23/2024,5/3/2024,2085,8,Autonomous Tech
AI04480,Robotics Engineer,96034,USD,EN,FL,United States,L,United States,0,"Tableau, Python, Java, Deep Learning, GCP",Bachelor,1,Technology,3/16/2025,5/23/2025,2438,7.4,Autonomous Tech
AI04492,AI Product Manager,239601,USD,EX,FT,United States,S,United States,50,"Java, Computer Vision, Linux, Deep Learning",Bachelor,13,Real Estate,2/6/2024,3/30/2024,855,9,TechCorp Inc
AI04511,NLP Engineer,196418,USD,EX,FT,United States,M,Finland,100,"Java, Computer Vision, TensorFlow, Kubernetes, R",Master,15,Manufacturing,12/15/2024,2/2/2025,782,9.9,Smart Analytics
AI04535,AI Specialist,198536,USD,EX,CT,United States,M,United States,0,"Docker, Scala, NLP",Associate,14,Education,2/15/2025,3/10/2025,1541,8.9,Predictive Systems
AI04543,AI Product Manager,195397,USD,SE,FT,United States,L,India,50,"Tableau, AWS, Azure, Spark",PhD,7,Consulting,2/24/2024,3/29/2024,547,6.7,Autonomous Tech
AI04546,Computer Vision Engineer,152500,USD,SE,FL,United States,M,United States,0,"AWS, Scala, GCP, Computer Vision",Bachelor,6,Education,10/24/2024,11/18/2024,1235,7,DataVision Ltd
AI04596,Deep Learning Engineer,204974,USD,EX,CT,United States,S,Norway,0,"Java, Kubernetes, Mathematics, R, Docker",Master,14,Media,4/27/2024,6/20/2024,1868,8.3,AI Innovations
AI04668,AI Architect,121527,USD,SE,CT,United States,S,United States,100,"AWS, TensorFlow, Statistics",Master,8,Manufacturing,4/14/2024,5/21/2024,1872,6.2,Advanced Robotics
AI04708,Machine Learning Researcher,265991,USD,EX,CT,United States,S,United States,0,"Azure, Linux, R",PhD,17,Education,4/26/2024,7/5/2024,1771,5.4,Advanced Robotics
AI04767,AI Product Manager,124367,USD,SE,PT,United States,M,United States,0,"MLOps, SQL, Statistics",Bachelor,8,Telecommunications,1/23/2024,2/16/2024,931,5.6,Cognitive Computing
AI04786,ML Ops Engineer,262069,USD,EX,CT,United States,S,Australia,0,"Docker, PyTorch, Computer Vision, Linux",Master,16,Education,8/15/2024,10/21/2024,1869,9,Cognitive Computing
AI04801,AI Specialist,106139,USD,MI,FT,United States,M,United States,50,"MLOps, Tableau, Linux, Kubernetes",Associate,2,Government,4/27/2025,6/12/2025,1712,9.7,DeepTech Ventures
AI04808,Autonomous Systems Engineer,119986,USD,MI,FT,United States,M,United States,100,"Kubernetes, Computer Vision, Data Visualization, PyTorch, Spark",PhD,4,Manufacturing,6/24/2024,8/14/2024,1123,5,Digital Transformation LLC
AI04834,Data Analyst,122001,USD,SE,CT,United States,M,United States,100,"Tableau, Kubernetes, Linux, Deep Learning",PhD,6,Transportation,6/5/2024,7/25/2024,1902,8.6,AI Innovations
AI04893,Data Analyst,107436,USD,MI,FL,United States,L,Japan,0,"Java, Kubernetes, Computer Vision, TensorFlow, MLOps",Bachelor,4,Transportation,7/30/2024,9/24/2024,858,8.5,Advanced Robotics
AI04920,Data Engineer,122517,USD,MI,PT,United States,L,United States,0,"TensorFlow, Kubernetes, PyTorch",Master,4,Automotive,1/20/2024,2/16/2024,793,9.3,Future Systems
AI04923,Deep Learning Engineer,129699,USD,MI,PT,United States,L,Norway,0,"GCP, Computer Vision, Linux, Java",Master,2,Finance,8/30/2024,10/6/2024,2287,7.1,AI Innovations
AI04926,AI Software Engineer,123935,USD,MI,FT,United States,L,Norway,50,"Python, Mathematics, NLP, Statistics, Tableau",PhD,2,Government,3/1/2025,5/7/2025,1029,5.6,Autonomous Tech
AI04931,AI Architect,121458,USD,SE,CT,United States,S,United States,0,"Mathematics, MLOps, Java, Docker, Python",Associate,8,Government,3/6/2024,5/16/2024,2266,8.9,Autonomous Tech
AI04945,AI Specialist,120914,USD,MI,FL,United States,M,United States,0,"Java, R, GCP, Linux, Tableau",PhD,4,Automotive,10/14/2024,11/3/2024,1943,7.8,Cognitive Computing
AI04984,Research Scientist,139402,USD,SE,PT,United States,M,Canada,0,"SQL, R, Deep Learning, Azure, MLOps",Bachelor,6,Retail,7/21/2024,10/1/2024,1666,5.1,Smart Analytics
AI04996,AI Specialist,110450,USD,MI,FL,United States,M,United States,0,"AWS, Scala, Linux",Master,3,Consulting,3/15/2025,4/10/2025,1945,6.5,Future Systems
AI05007,Principal Data Scientist,172202,USD,SE,FL,United States,M,Norway,100,"SQL, Git, Kubernetes, Linux, Java",Bachelor,8,Energy,6/24/2024,8/8/2024,1924,6.7,TechCorp Inc
AI05015,NLP Engineer,126229,USD,MI,CT,United States,L,United States,100,"Kubernetes, Python, Tableau, Hadoop, Azure",PhD,3,Healthcare,11/21/2024,1/3/2025,1068,9.4,TechCorp Inc
AI05023,AI Architect,104098,USD,MI,FL,United States,L,United States,0,"Scala, R, Linux",Associate,3,Consulting,9/25/2024,10/22/2024,632,7.1,Cloud AI Solutions
AI05047,Data Analyst,106633,USD,MI,PT,United States,M,Norway,100,"Kubernetes, MLOps, Git",PhD,4,Gaming,4/20/2024,5/26/2024,869,8.6,Predictive Systems
AI05064,Data Analyst,66941,USD,EN,FT,United States,M,United States,0,"Kubernetes, Hadoop, R",Bachelor,1,Automotive,9/9/2024,11/14/2024,790,8.2,Digital Transformation LLC
AI05095,Head of AI,288318,USD,EX,CT,United States,M,United States,50,"TensorFlow, SQL, NLP, Python, Scala",Bachelor,18,Gaming,5/25/2024,8/1/2024,1101,6.3,Neural Networks Co
AI05100,Autonomous Systems Engineer,161632,USD,SE,FL,United States,M,United States,50,"Mathematics, Tableau, Hadoop",Bachelor,6,Automotive,1/31/2024,3/24/2024,1117,9.4,Cloud AI Solutions
AI05112,Data Analyst,110448,USD,MI,FL,United States,S,Israel,50,"Kubernetes, SQL, Hadoop, MLOps",Bachelor,3,Energy,4/3/2024,5/18/2024,1909,9.1,AI Innovations
AI05118,Robotics Engineer,90425,USD,MI,FT,United States,S,United States,50,"Computer Vision, AWS, Spark, Azure",Master,2,Technology,9/9/2024,10/29/2024,2019,5.6,Predictive Systems
AI05121,AI Research Scientist,69679,USD,EN,PT,United States,M,Ireland,0,"Hadoop, Azure, GCP, Scala, Statistics",Associate,1,Energy,3/29/2024,4/12/2024,1399,6,Machine Intelligence Group
AI05125,Research Scientist,176189,USD,SE,CT,United States,M,United States,50,"Git, NLP, Kubernetes, SQL, PyTorch",Master,6,Energy,3/20/2025,5/5/2025,2059,5.1,Advanced Robotics
AI05138,Head of AI,258989,USD,EX,FT,United States,S,United States,0,"Git, Python, Tableau",Bachelor,16,Gaming,4/12/2024,6/19/2024,2150,9.9,Smart Analytics
AI05153,AI Research Scientist,139872,USD,SE,FT,United States,L,United States,100,"Linux, Python, Data Visualization, Scala",Associate,6,Automotive,5/25/2024,6/8/2024,2195,9,Neural Networks Co
AI05176,Machine Learning Researcher,179290,USD,EX,FT,United States,S,United States,0,"R, Python, Linux",Master,11,Telecommunications,5/1/2024,6/3/2024,2412,8,TechCorp Inc
AI05236,Data Analyst,168972,USD,SE,CT,United States,M,United States,50,"Docker, GCP, Data Visualization, Tableau, Git",Master,8,Real Estate,9/5/2024,10/1/2024,681,7.5,Future Systems
AI05242,Machine Learning Engineer,136611,USD,SE,FL,United States,M,United States,50,"Scala, Python, Data Visualization, Kubernetes, Azure",Associate,5,Retail,8/3/2024,9/18/2024,2135,8.7,TechCorp Inc
AI05261,Research Scientist,130960,USD,SE,FL,United States,M,United States,0,"R, SQL, Tableau, PyTorch, Linux",Master,9,Energy,5/17/2024,7/11/2024,1396,9.1,Future Systems
AI05274,Data Scientist,152623,USD,SE,PT,United States,M,India,100,"Azure, GCP, Deep Learning, Computer Vision",Bachelor,7,Real Estate,11/22/2024,1/26/2025,1815,8.4,Cloud AI Solutions
AI05283,Data Engineer,69059,USD,EN,FT,United States,M,United States,0,"NLP, Docker, Mathematics",Bachelor,0,Media,7/21/2024,8/5/2024,933,6.7,Algorithmic Solutions
AI05301,Computer Vision Engineer,257729,USD,EX,PT,United States,M,United States,100,"Docker, R, MLOps",Bachelor,12,Government,2/12/2024,4/4/2024,2177,6.5,Neural Networks Co
AI05310,Machine Learning Researcher,168195,USD,SE,FL,United States,L,United States,100,"Python, Git, Computer Vision, Linux",Master,6,Manufacturing,3/11/2025,4/19/2025,633,5.4,Advanced Robotics
AI05311,ML Ops Engineer,120917,USD,SE,FL,United States,M,United States,0,"Python, Scala, Java",Master,8,Manufacturing,7/25/2024,9/3/2024,1069,8,Autonomous Tech
AI05319,Autonomous Systems Engineer,241233,USD,EX,CT,United States,L,Canada,50,"Python, Statistics, Docker, GCP, Spark",Bachelor,14,Technology,4/7/2025,5/28/2025,1006,7.8,Smart Analytics
AI05320,AI Consultant,172071,USD,SE,CT,United States,L,Singapore,100,"Git, Python, Linux",Associate,7,Real Estate,3/16/2024,4/27/2024,2067,5.8,Neural Networks Co
AI05338,Machine Learning Researcher,91364,USD,EN,PT,United States,L,China,100,"Docker, Scala, Computer Vision, SQL",Master,0,Education,9/2/2024,10/9/2024,1448,6.9,AI Innovations
AI05392,Machine Learning Engineer,120590,USD,SE,FT,United States,M,United States,50,"Kubernetes, Git, Data Visualization",Bachelor,8,Finance,3/26/2025,5/18/2025,2067,6.3,Algorithmic Solutions
AI05400,Computer Vision Engineer,162870,USD,SE,PT,United States,L,United States,100,"SQL, Python, Deep Learning, MLOps",Bachelor,5,Telecommunications,1/1/2024,2/16/2024,692,9.3,Neural Networks Co
AI05414,NLP Engineer,177967,USD,EX,CT,United States,S,United States,100,"NLP, Computer Vision, Kubernetes, TensorFlow",Bachelor,10,Retail,4/11/2024,5/18/2024,1520,6.5,Machine Intelligence Group
AI05423,AI Consultant,88837,USD,MI,FL,United States,M,United States,100,"Spark, SQL, Java, Docker, Computer Vision",Associate,3,Energy,2/19/2024,4/2/2024,646,8.2,AI Innovations
AI05427,ML Ops Engineer,69279,USD,EN,FT,United States,S,United States,50,"PyTorch, Linux, Mathematics, Spark",Associate,0,Gaming,6/2/2024,6/30/2024,1013,6,Cloud AI Solutions
AI05470,Robotics Engineer,81981,USD,MI,FL,United States,S,United States,100,"Spark, Linux, Hadoop, Scala",Bachelor,3,Telecommunications,6/20/2024,8/27/2024,880,7.6,Machine Intelligence Group
AI05476,Machine Learning Engineer,228744,USD,EX,FT,United States,L,United States,0,"Hadoop, SQL, Statistics, Tableau, Azure",Bachelor,17,Transportation,4/4/2024,5/17/2024,1169,6.4,DeepTech Ventures
AI05480,Deep Learning Engineer,172269,USD,EX,CT,United States,M,Australia,100,"SQL, Azure, NLP, Docker, Hadoop",Associate,18,Education,10/1/2024,12/8/2024,1904,7.1,Digital Transformation LLC
AI05542,Autonomous Systems Engineer,187719,USD,EX,CT,United States,S,United States,0,"Hadoop, Scala, Tableau, Python, GCP",Master,15,Media,3/20/2024,5/17/2024,2280,7.8,Quantum Computing Inc
AI05570,Robotics Engineer,56424,USD,EN,FL,United States,S,United States,100,"Mathematics, Hadoop, Kubernetes, TensorFlow",Master,0,Energy,4/6/2024,6/5/2024,2319,5.5,Algorithmic Solutions
AI05581,AI Architect,167167,USD,EX,FT,United States,M,United States,100,"Kubernetes, Scala, Tableau",PhD,15,Gaming,9/16/2024,11/17/2024,1477,9.4,Predictive Systems
AI05595,ML Ops Engineer,186649,USD,SE,FL,United States,L,United States,100,"MLOps, Kubernetes, SQL, Linux",PhD,8,Technology,4/15/2025,5/24/2025,2373,6.2,DataVision Ltd
AI05596,Robotics Engineer,214097,USD,EX,CT,United States,S,United States,100,"Docker, PyTorch, Git",Bachelor,10,Retail,4/14/2025,5/5/2025,998,8,Cloud AI Solutions
AI05601,AI Architect,292471,USD,EX,CT,United States,M,United States,100,"Docker, Kubernetes, Data Visualization",Bachelor,18,Finance,9/10/2024,10/10/2024,2380,7.4,AI Innovations
AI05633,AI Specialist,341883,USD,EX,PT,United States,L,Germany,0,"Computer Vision, Python, Mathematics",Bachelor,10,Automotive,4/14/2024,5/16/2024,1436,8.8,Cognitive Computing
AI05674,NLP Engineer,150045,USD,SE,FT,United States,S,United States,50,"Python, Mathematics, NLP",Master,6,Gaming,4/4/2025,5/11/2025,879,9.7,Quantum Computing Inc
AI05683,Data Engineer,144658,USD,SE,PT,United States,L,United States,0,"NLP, Python, Spark",PhD,9,Automotive,6/27/2024,7/26/2024,2266,7.8,Algorithmic Solutions
AI05702,Deep Learning Engineer,155572,USD,SE,FT,United States,L,United States,50,"Spark, Scala, Java, Computer Vision, Azure",Master,8,Telecommunications,9/13/2024,10/16/2024,2181,7.2,AI Innovations
AI05705,Data Analyst,112500,USD,MI,FL,United States,M,Germany,50,"Java, Scala, Computer Vision, Linux, Tableau",Master,4,Consulting,2/7/2025,4/6/2025,2452,6,Cognitive Computing
AI05737,Research Scientist,228173,USD,EX,PT,United States,M,United States,100,"SQL, PyTorch, MLOps, Computer Vision",Associate,16,Media,2/27/2025,4/7/2025,1482,7.5,Cloud AI Solutions
AI05752,Data Analyst,325119,USD,EX,CT,United States,L,United States,0,"PyTorch, TensorFlow, Linux",Associate,13,Transportation,2/27/2025,5/3/2025,2152,8.2,DataVision Ltd
AI05804,Research Scientist,264874,USD,EX,FL,United States,L,United States,100,"GCP, Python, Tableau, Data Visualization, TensorFlow",Associate,14,Technology,5/14/2024,6/27/2024,1623,8.3,Neural Networks Co
AI05811,NLP Engineer,138709,USD,MI,PT,United States,L,United States,50,"Kubernetes, Python, Mathematics",Master,4,Energy,3/14/2024,4/21/2024,602,7.6,Smart Analytics
AI05822,Deep Learning Engineer,101619,USD,MI,CT,United States,L,United States,100,"Java, Deep Learning, Docker",Bachelor,4,Consulting,12/9/2024,1/12/2025,2175,9.9,Future Systems
